model_name,provider,release_date,model_version,model_type,open_source,license_type,context_window_k,training_cutoff,multimodal,supported_languages,api_available,mmlu_score,humaneval_score,math_score,gpqa_score,arena_elo,gsm8k_score,hellaswag_score,arc_challenge_score,truthfulqa_score,winogrande_score,cost_input_per_1m_usd,cost_output_per_1m_usd,reasoning_model,fine_tuned_variant,base_model,parameter_tier,benchmark_completeness,benchmark_source,notes,parameters_b,model_tier,memory_footprint_gb,release_year,release_quarter,is_target_company
Linhope-8B-lora,mlabonne,2024-06-09,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,76.0,73.0,,,,,83.7,,,,,,No,Yes,LLaMA 3.1 8B,Small,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 8B; lora method. Flagged community_finetune.,8.0,finetunes,5.0,2024,2024Q2,False
Notus-70B-passthrough,jondurbin,2024-06-14,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,87.9,79.9,,,,,88.5,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; passthrough method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q2,False
GPT4All-70B-passthrough,teknium,2024-06-19,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,82.8,84.7,,,,,89.3,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; passthrough method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q2,False
Airoboros-70B-slerp,Gryphe,2024-06-24,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,88.9,82.0,,,,,87.9,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; slerp method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q2,False
Koala-70B-rlhf,TheBloke,2024-06-24,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,88.0,83.1,,,,,89.7,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; rlhf method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q2,False
Manticore-70B-lora,WizardLM,2024-07-04,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,89.6,82.5,,,,,88.2,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; lora method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q3,False
Guanaco-70B-rlhf,togethercomputer,2024-07-14,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,89.4,84.8,,,,,89.1,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; rlhf method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q3,False
Nous-70B-dare,garage-bAInd,2024-07-28,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,90.8,82.2,,,,,88.0,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; dare method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q3,False
ReMM-7B-passthrough,Open-Orca,2024-08-09,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,78.5,89.4,,,,,,,,,,,No,Yes,Qwen 2.5 7B,Small,66,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of Qwen 2.5 7B; passthrough method. Flagged community_finetune.,7.0,finetunes,4.0,2024,2024Q3,False
Axiom-70B-rlhf,allenai,2024-08-19,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,87.6,82.2,,,,,88.5,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; rlhf method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q3,False
Minotaur-8B-linear,mlabonne,2024-08-19,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,75.5,68.1,,,,,83.0,,,,,,No,Yes,LLaMA 3.1 8B,Small,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 8B; linear method. Flagged community_finetune.,8.0,finetunes,5.0,2024,2024Q3,False
LongAlpaca-70B-franken,mlabonne,2024-08-28,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,87.1,81.5,,,,,88.2,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; franken method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q3,False
Aurora-8B-dare,mlabonne,2024-09-14,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,73.7,72.1,,,,,82.9,,,,,,No,Yes,LLaMA 3.1 8B,Small,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 8B; dare method. Flagged community_finetune.,8.0,finetunes,5.0,2024,2024Q3,False
Hydra-70B-dpo,meta-math,2024-09-14,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,87.3,81.9,,,,,88.6,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; dpo method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q3,True
Starling-70B-ties,TheBloke,2024-09-14,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,87.2,84.0,,,,,89.5,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; ties method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q3,False
Cascade-70B-sft,WizardLM,2024-09-19,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,82.2,86.3,,,,,89.3,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; sft method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q3,False
Koala-70B-slerp,unsloth,2024-09-28,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,87.9,83.9,,,,,89.6,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; slerp method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q3,False
Nova-FT-70B-linear,WizardLM,2024-09-28,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,84.7,86.3,,,,,88.5,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; linear method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q3,False
Abel-70B-dare,Open-Orca,2024-10-14,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,86.3,81.6,,,,,89.6,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; dare method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q4,False
Pegasus-70B-ties,TIGER-Lab,2024-10-19,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,82.8,84.3,,,,,87.8,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; ties method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q4,False
Pulse-70B-linear,Gryphe,2024-10-19,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,83.2,86.3,,,,,88.8,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; linear method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q4,False
InfinityInstruct-70B-ties,bartowski,2024-10-28,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,86.2,83.0,,,,,88.4,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; ties method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q4,False
Morpheus-70B-sft,HuggingFaceH4,2024-11-04,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,86.8,82.7,,,,,89.7,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; sft method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q4,False
Chimera-70B-lora,unsloth,2024-11-09,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,87.7,83.4,,,,,88.5,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; lora method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q4,False
WizardMath-70B-dpo,teknium,2024-11-14,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,89.5,84.7,,,,,89.1,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; dpo method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q4,False
Nereid-70B-dare,Open-Orca,2024-11-14,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,86.2,84.3,,,,,89.9,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; dare method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q4,False
Sphinx-70B-linear,FPHam,2024-11-24,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,85.6,83.1,,,,,89.2,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; linear method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q4,False
Koala-70B-lora,cognitivecomputations,2024-11-28,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,85.4,84.6,,,,,89.0,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; lora method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q4,False
Minotaur-70B-linear,togethercomputer,2024-12-04,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,88.5,85.0,,,,,89.3,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; linear method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q4,False
MetaMath-70B-linear,TIGER-Lab,2024-12-09,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,83.2,84.3,,,,,88.1,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; linear method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q4,False
Platypus-70B-passthrough,teknium,2024-12-09,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,89.2,81.6,,,,,88.3,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; passthrough method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q4,False
Titan-FT-7B-sft,FPHam,2024-12-09,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,75.7,89.6,,,,,,,,,,,No,Yes,Qwen 2.5 7B,Small,66,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of Qwen 2.5 7B; sft method. Flagged community_finetune.,7.0,finetunes,4.0,2024,2024Q4,False
EvolInstruct-70B-linear,TIGER-Lab,2024-12-14,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,82.7,83.0,,,,,87.8,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; linear method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q4,False
Nereid-70B-ties,cognitivecomputations,2024-12-14,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,89.4,82.8,,,,,89.5,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; ties method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q4,False
Nous-70B-dpo,mistralai-community,2024-12-19,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,85.5,85.3,,,,,89.3,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; dpo method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q4,False
Nexus-70B-lora,HuggingFaceH4,2024-12-24,v1.0,LLM,Yes,varies,128.0,2023-12,No,"en,multilingual",No,87.6,82.9,,,,,89.6,,,,,,No,Yes,LLaMA 3.1 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3.1 70B; lora method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q4,False
NeuralHermes-70B-sft,TheBloke,2024-12-28,v1.0,LLM,Yes,varies,8.0,2023-12,No,"en,multilingual",No,86.8,85.0,,,,,88.0,,,,,,No,Yes,LLaMA 3 70B,Large,100,HuggingFace Open LLM Leaderboard v1 (2023-2024),Community fine-tune of LLaMA 3 70B; sft method. Flagged community_finetune.,70.0,finetunes,38.0,2024,2024Q4,False
